WormBase.ID	Public.Gene.Name	Sequence.ID	Affy.Probe.Set.ID
WBGene00000789	cpz-2	M04G12.2	189580_at
WBGene00001554	gcy-34	M04G12.3	193557_at
WBGene00010868	somi-1	M04G12.4a	174860_at
WBGene00010868	somi-1	M04G12.4a	190491_at
WBGene00019772	M04G7.1	M04G7.1	180311_at
WBGene00019773	M04G7.2	M04G7.2a	191900_s_at
WBGene00019773	M04G7.2	M04G7.2a	191899_at
WBGene00019774	M04G7.3	M04G7.3a	179735_s_at
WBGene00010869	M05B5.1	M05B5.1	191742_s_at
WBGene00010870	let-522	M05B5.2	178854_at
WBGene00010871	M05B5.3	M05B5.3	178336_at
WBGene00010872	M05B5.4	M05B5.4	193234_at
WBGene00001949	hlh-2	M05B5.5a	173461_at
WBGene00001949	hlh-2	M05B5.5a	193176_s_at
WBGene00010873	trpa-2	M05B5.6	178539_at
WBGene00010875	M05D6.2	M05D6.2	191733_at
WBGene00010876	M05D6.3	M05D6.3	191865_s_at
WBGene00010877	lact-4	M05D6.4	188288_s_at
WBGene00010878	M05D6.5	M05D6.5a	173730_at
WBGene00010878	M05D6.5	M05D6.5a	173731_s_at
WBGene00010879	M05D6.6	M05D6.6	179167_at
WBGene00001523	gbh-2	M05D6.7	193914_at
WBGene00003367	mix-1	M106.1	173070_s_at
WBGene00003367	mix-1	M106.1	193889_at
WBGene00010911	M106.3	M106.3a	191032_at
WBGene00010912	gmps-1	M106.4a	174574_at
WBGene00010912	gmps-1	M106.4a	189093_at
WBGene00000293	cap-2	M106.5	174042_at
WBGene00000293	cap-2	M106.5	193666_at
WBGene00077658	M106.8	M106.8	177372_s_at
WBGene00000652	col-76	M110.1	188132_at
WBGene00006658	twk-3	M110.2	187946_at
WBGene00010913	M110.3	M110.3	177264_at
WBGene00002066	ifg-1	M110.4a	174354_at
WBGene00002066	ifg-1	M110.4a	191437_at
WBGene00000894	dab-1	M110.5a	190192_s_at
WBGene00010915	M110.7	M110.7	193086_at
NA	NA	M116.2	191993_at
NA	NA	M116.3	187909_at
WBGene00019791	sdz-25	M116.4	176640_s_at
WBGene00019792	M116.5	M116.5	172147_x_at
WBGene00010918	M117.1	M117.1	191442_at
WBGene00003920	par-5	M117.2a	173137_s_at
WBGene00003920	par-5	M117.2a	174903_at
WBGene00003920	par-5	M117.2a	189382_s_at
WBGene00010919	M117.3	M117.3	188922_at
WBGene00010920	M117.4	M117.4	177386_s_at
NA	NA	M117.5	177246_at
WBGene00006843	unc-119	M142.1a	188513_at
WBGene00000853	cut-6	M142.2	188292_at
WBGene00006873	vab-7	M142.4	193846_at
WBGene00010923	rle-1	M142.6a	192657_at
WBGene00043057	M142.8	M142.8a	177355_at
WBGene00019793	M151.1	M151.1	174344_at
WBGene00019793	M151.1	M151.1	178700_at
WBGene00019794	M151.2	M151.2	178351_at
WBGene00019796	M151.4	M151.4	179092_at
WBGene00019797	fbxb-31	M151.5	178585_s_at
WBGene00019799	M151.7	M151.7	194242_x_at
WBGene00044314	fbxb-33	M151.8	179099_at
WBGene00219238	M151.9	M151.9	178693_at
WBGene00010924	M153.1	M153.1	192153_at
WBGene00010924	M153.1	M153.1	193421_at
WBGene00010925	M153.2	M153.2	177387_at
WBGene00045481	M153.5	M153.5	177245_at
WBGene00010927	clec-259	M162.1	177380_at
WBGene00206535	M162.15	M162.15	183667_at
WBGene00010928	clec-258	M162.2	177257_at
WBGene00010929	srt-45	M162.3	177243_s_at
WBGene00010929	srt-45	M162.3	177258_at
NA	NA	M162.4	177242_at
WBGene00010931	M162.5	M162.5	179323_s_at
WBGene00010931	M162.5	M162.5	177250_at
NA	NA	M162.6	172168_x_at
WBGene00010933	M162.7	M162.7	177240_at
WBGene00010934	fbxa-118	M162.8	183668_s_at
WBGene00010934	fbxa-118	M162.8	177249_at
WBGene00010935	M163.1	M163.1	175510_at
WBGene00010935	M163.1	M163.1	177298_at
WBGene00010936	ztf-14	M163.2	190227_at
WBGene00001898	his-24	M163.3	175662_at
WBGene00001898	his-24	M163.3	190225_s_at
WBGene00001583	gfi-3	M163.4	187864_at
WBGene00010937	M163.5	M163.5	177348_at
WBGene00010938	M163.6	M163.6	177304_at
WBGene00010939	M163.7	M163.7	177302_at
WBGene00010946	M176.10	M176.10	177330_s_at
WBGene00010947	M176.11	M176.11	177350_at
WBGene00006429	arrd-3	M176.1a	177334_at
WBGene00010941	gss-1	M176.2	173115_s_at
WBGene00010941	gss-1	M176.2	189757_s_at
WBGene00010942	chch-3	M176.3	177357_at
WBGene00010944	M176.5	M176.5	175452_at
WBGene00002199	kin-15	M176.6a	193979_s_at
WBGene00002200	kin-16	M176.7	194020_s_at
WBGene00010945	chil-13	M176.8	173769_s_at
WBGene00014813	M176.9	M176.9	193995_s_at
WBGene00000703	col-129	M18.1	173632_s_at
WBGene00010888	dlc-2	M18.2	188859_at
WBGene00010889	M18.3	M18.3	177078_at
WBGene00010890	ddb-1	M18.5	173732_s_at
WBGene00010891	M18.6	M18.6	177061_at
WBGene00000122	aly-3	M18.7a	193709_at
WBGene00010892	dhhc-6	M18.8	177080_at
WBGene00000653	col-77	M195.1	189099_at
WBGene00010948	M195.2	M195.2a	177255_at
WBGene00000135	amt-3	M195.3	174714_at
WBGene00000135	amt-3	M195.3	189908_at
WBGene00010949	M195.4	M195.4a	177308_at
WBGene00010950	srt-44	M199.1	177299_at
WBGene00010951	M199.2	M199.2	192228_at
NA	NA	M199.3	177349_at
WBGene00010953	clec-190	M199.4	177353_s_at
NA	NA	M23316	AFFX-r2-YEL024w/RIP1-3_at
NA	NA	M23433.1	AFFX-Ce_Ubiquitin_3_at
NA	NA	M23433.1	AFFX-Ce_Ubiquitin_5_at
NA	NA	M23433.1	AFFX-Ce_Ubiquitin_M_at
NA	NA	M24537	AFFX-PheX-3_at
NA	NA	M24537	AFFX-PheX-5_at
NA	NA	M24537	AFFX-PheX-M_at
NA	NA	M24537	AFFX-r2-Bs-phe-3_at
NA	NA	M24537	AFFX-r2-Bs-phe-5_at
NA	NA	M24537	AFFX-r2-Bs-phe-M_at
WBGene00010893	cutl-9	M28.1	173172_s_at
WBGene00010893	cutl-9	M28.1	188524_at
WBGene00010901	M28.10	M28.10	177115_at
WBGene00010894	M28.2	M28.2	177184_at
WBGene00010896	M28.5	M28.5	192276_at
WBGene00010897	lact-3	M28.6	173634_at
WBGene00010897	lact-3	M28.6	188063_s_at
WBGene00010898	nphp-1	M28.7	188309_s_at
WBGene00010899	M28.8	M28.8	177219_at
WBGene00010900	M28.9	M28.9	177199_s_at
WBGene00019766	M4.1	M4.1a	177259_at
NA	NA	M4.2	187883_at
WBGene00019777	M57.1	M57.1	177238_at
WBGene00019777	M57.1	M57.1	181982_s_at
WBGene00019778	M57.2	M57.2a	177234_at
WBGene00206478	M6.11	M6.11	177170_at
WBGene00002056	ifc-2	M6.1a	171840_x_at
WBGene00002056	ifc-2	M6.1a	174548_at
WBGene00002056	ifc-2	M6.1a	193073_at
WBGene00004011	pha-2	M6.3	189007_at
WBGene00019776	M6.4	M6.4	177198_at
WBGene00019779	M60.2	M60.2	177368_at
WBGene00019779	M60.2	M60.2	177375_at
WBGene00019780	M60.4	M60.4a	177279_at
WBGene00019780	M60.4	M60.4a	172167_at
WBGene00002234	kqt-2	M60.5	173782_at
WBGene00002234	kqt-2	M60.5	187953_at
WBGene00002234	kqt-2	M60.5	191010_s_at
WBGene00019781	M60.6	M60.6	173685_s_at
WBGene00019782	M60.7	M60.7	177275_at
WBGene00002344	let-70	M7.1	175578_at
WBGene00002344	let-70	M7.1	193645_at
WBGene00010886	M7.10	M7.10	177123_s_at
WBGene00010887	M7.12	M7.12	177116_at
WBGene00006071	str-3	M7.13	177121_at
WBGene00002214	klc-1	M7.2a	189205_at
WBGene00000246	bcc-1	M7.3	192902_at
WBGene00000246	bcc-1	M7.3	185341_s_at
WBGene00000246	bcc-1	M7.3	185400_at
WBGene00000246	bcc-1	M7.3	185549_at
WBGene00010882	atg-7	M7.5	188818_s_at
WBGene00010883	M7.7	M7.7	190027_at
WBGene00010884	M7.8	M7.8	176918_at
WBGene00010885	M7.9	M7.9	176973_s_at
WBGene00019783	M70.1	M70.1a	177318_at
WBGene00019783	M70.1	M70.1a	177319_s_at
WBGene00019784	M70.2	M70.2	177333_at
WBGene00019785	M70.3	M70.3a	175854_s_at
WBGene00019786	M70.4	M70.4a	175906_s_at
WBGene00019786	M70.4	M70.4a	173501_s_at
WBGene00019787	M70.5	M70.5	177360_s_at
WBGene00000018	abl-1	M79.1a	174890_at
WBGene00000018	abl-1	M79.1a	194131_s_at
WBGene00010902	M79.2	M79.2	177084_at
WBGene00010902	M79.2	M79.2	177086_at
WBGene00001462	flp-19	M79.4	174202_at
WBGene00001462	flp-19	M79.4	177082_at
WBGene00010904	ugt-62	M88.1	190886_at
WBGene00010905	mrps-34	M88.2	177196_s_at
WBGene00010906	M88.3	M88.3	177227_at
WBGene00010907	M88.4	M88.4	177205_at
WBGene00010908	zbp-1	M88.5a	187934_at
WBGene00003915	pan-1	M88.6a	174827_at
WBGene00003915	pan-1	M88.6a	189705_s_at
WBGene00010909	cisd-3.1	M88.7	177192_at
WBGene00019800	mtss-1	PAR2.1	186918_at
WBGene00019801	aak-1	PAR2.3a	189536_at
WBGene00003253	mig-22	PAR2.4a	173979_at
WBGene00003253	mig-22	PAR2.4a	186926_s_at
WBGene00019803	PDB1.1	PDB1.1a	177951_s_at
WBGene00000534	cpi-2	R01B10.1a	186472_at
WBGene00000534	cpi-2	R01B10.1a	172985_at
WBGene00019804	R01B10.2	R01B10.2	172528_x_at
WBGene00019805	R01B10.3	R01B10.3	185923_at
WBGene00019806	R01B10.4	R01B10.4	186031_at
WBGene00019807	jamp-1	R01B10.5	186244_s_at
WBGene00003848	odr-1	R01E6.1a	191815_s_at
WBGene00010968	R01E6.2	R01E6.2	178728_at
WBGene00000282	cah-4	R01E6.3a	189628_at
WBGene00000051	acr-12	R01E6.4	193235_at
WBGene00010969	R01E6.5	R01E6.5	179006_at
WBGene00010970	glb-20	R01E6.6	193180_at
WBGene00010971	R01E6.7	R01E6.7	178968_at
WBGene00001002	div-1	R01H10.1	193374_s_at
WBGene00000768	cor-1	R01H10.3a	191757_at
WBGene00010972	R01H10.4	R01H10.4	181587_at
WBGene00010973	rip-1	R01H10.5	182890_at
WBGene00010974	bbs-5	R01H10.6	183161_at
WBGene00010975	R01H10.7	R01H10.7	182635_at
WBGene00000564	cnk-1	R01H10.8	193125_at
WBGene00019809	R01H2.1	R01H2.1	181794_at
WBGene00019810	R01H2.2	R01H2.2	183644_at
WBGene00019811	egg-2	R01H2.3	181312_at
WBGene00019812	R01H2.4	R01H2.4	180784_at
WBGene00019813	ger-1	R01H2.5	183710_at
WBGene00006713	ubc-18	R01H2.6	181170_s_at
WBGene00019814	R02C2.1	R02C2.1	189225_s_at
WBGene00019815	kin-34	R02C2.2	175220_s_at
WBGene00019815	kin-34	R02C2.2	189281_at
WBGene00006419	oac-39	R02C2.3	182076_s_at
WBGene00019816	nhr-204	R02C2.4	191007_at
WBGene00006172	str-121	R02C2.5	191505_at
WBGene00003715	nhr-125	R02D1.1	182971_at
WBGene00019819	R02D3.1	R02D3.1a	189080_at
WBGene00019820	cogc-8	R02D3.2	184049_at
WBGene00019821	R02D3.3	R02D3.3a	182821_s_at
WBGene00019822	R02D3.4	R02D3.4a	183982_s_at
WBGene00019823	fnta-1	R02D3.5	192348_s_at
WBGene00001728	grl-19	R02D3.6	183002_at
WBGene00019824	R02D3.7	R02D3.7	182842_s_at
WBGene00019825	R02D3.8	R02D3.8	182961_at
WBGene00019825	R02D3.8	R02D3.8	185982_s_at
WBGene00010976	R02D5.1	R02D5.1	174658_at
WBGene00010976	R02D5.1	R02D5.1	177998_at
WBGene00010977	R02D5.3	R02D5.3	178412_at
WBGene00010978	R02D5.4	R02D5.4	178416_at
WBGene00010979	R02D5.6	R02D5.6a	178398_at
WBGene00050937	R02D5.8	R02D5.8	191928_at
WBGene00019827	mop-25.1	R02E12.2a	190006_at
WBGene00019827	mop-25.1	R02E12.2a	187826_at
WBGene00019828	R02E12.4	R02E12.4	193931_at
WBGene00019829	R02E12.5	R02E12.5	186101_at
WBGene00019830	hrg-1	R02E12.6	186182_s_at
WBGene00000049	acr-10	R02E12.8	188342_at
WBGene00019826	R02E4.1	R02E4.1	183230_at
WBGene00019839	R02F11.1	R02F11.1	185334_s_at
WBGene00019840	R02F11.2	R02F11.2	184223_at
WBGene00019841	R02F11.3	R02F11.3a	185330_s_at
WBGene00019842	R02F11.4	R02F11.4	173723_s_at
WBGene00019831	R02F2.1	R02F2.1a	174817_at
WBGene00019831	R02F2.1	R02F2.1a	183661_at
WBGene00019832	osg-1	R02F2.2	187578_at
WBGene00019832	osg-1	R02F2.2	174645_at
WBGene00019832	osg-1	R02F2.2	187912_at
WBGene00019833	R02F2.4	R02F2.4	183024_at
WBGene00019834	R02F2.5	R02F2.5	183596_at
WBGene00019835	R02F2.6	R02F2.6	183632_at
WBGene00019836	R02F2.7	R02F2.7	174846_at
WBGene00019836	R02F2.7	R02F2.7	183762_at
WBGene00019837	R02F2.8	R02F2.8	184168_at
WBGene00010981	blos-8	R03A10.1	183843_at
WBGene00010982	flp-32	R03A10.2	183510_at
WBGene00010983	mocs-1	R03A10.3	183595_at
WBGene00010984	nkat-3	R03A10.4a	174924_s_at
WBGene00010984	nkat-3	R03A10.4a	192817_at
WBGene00010985	R03A10.5	R03A10.5	182563_at
WBGene00010986	sprr-1	R03A10.6	179283_at
WBGene00010986	sprr-1	R03A10.6	190874_at
WBGene00010987	R03C1.1	R03C1.1a	178510_at
WBGene00010987	R03C1.1	R03C1.1a	177931_at
WBGene00000584	cog-1	R03C1.3a	175384_at
WBGene00000584	cog-1	R03C1.3a	189136_at
WBGene00010988	metr-1	R03D7.1	193894_at
WBGene00010989	R03D7.2	R03D7.2	173755_at
WBGene00010989	R03D7.2	R03D7.2	189190_s_at
WBGene00010990	R03D7.4	R03D7.4	173532_at
WBGene00010990	R03D7.4	R03D7.4	186827_s_at
WBGene00010991	R03D7.5	R03D7.5	191111_at
WBGene00001753	gst-5	R03D7.6a	192820_at
WBGene00003783	nos-1	R03D7.7	190716_at
WBGene00010992	R03D7.8	R03D7.8	189903_s_at
WBGene00006369	sym-4	R03E1.1	173907_at
WBGene00006369	sym-4	R03E1.1	192708_s_at
WBGene00010993	vha-20	R03E1.2	194237_x_at
WBGene00010993	vha-20	R03E1.2	179083_s_at
WBGene00010995	ceh-90	R03E1.4	192495_at
WBGene00003163	mdl-1	R03E9.1	193723_s_at
WBGene00019843	R03E9.2	R03E9.2	180530_at
WBGene00019844	abts-4	R03E9.3a	174840_s_at
WBGene00019844	abts-4	R03E9.3a	190520_at
WBGene00002149	irk-1	R03E9.4	193829_at
WBGene00001169	eef-1A.2	R03G5.1a	194263_x_at
WBGene00001169	eef-1A.2	R03G5.1a	171874_x_at
WBGene00001169	eef-1A.2	R03G5.1a	192129_at
WBGene00004758	sek-1	R03G5.2	192392_at
WBGene00004758	sek-1	R03G5.2	175279_s_at
WBGene00019845	irld-13	R03G5.3	182619_at
WBGene00019846	gpx-7	R03G5.5a	190508_at
WBGene00019847	R03G5.6	R03G5.6a	174395_at
WBGene00019847	R03G5.6	R03G5.6a	181675_at
WBGene00010996	R03G8.1	R03G8.1	177479_at
NA	NA	R03G8.2	190267_s_at
WBGene00010998	R03G8.3	R03G8.3	177693_at
WBGene00010999	R03G8.4	R03G8.4	192318_at
WBGene00006078	str-10	R03G8.5	177682_at
WBGene00011000	R03G8.6	R03G8.6	192314_s_at
WBGene00019854	R03H10.1	R03H10.1	185670_at
WBGene00019855	R03H10.2	R03H10.2	186220_at
WBGene00019856	R03H10.4	R03H10.4	186025_at
WBGene00019857	R03H10.5	R03H10.5	186117_at
WBGene00019858	R03H10.6	R03H10.6	186074_at
WBGene00019859	R03H10.7	R03H10.7	186018_at
NA	NA	R03H10.8	172556_x_at
NA	NA	R03H10.9	172784_x_at
WBGene00019849	oac-40	R03H4.1	182109_at
WBGene00005893	srx-2	R03H4.2	183095_at
WBGene00005894	srx-3	R03H4.3	183121_at
WBGene00019850	srt-18	R03H4.4	182632_at
WBGene00019851	oac-41	R03H4.5	180640_at
WBGene00044617	bus-1	R03H4.6	183149_at
NA	NA	R03H4.7	180518_at
WBGene00005412	srh-201	R03H4.9	191279_at
WBGene00019861	R04A9.1	R04A9.1	182761_at
WBGene00019862	nrde-3	R04A9.2	184142_s_at
WBGene00019863	R04A9.3	R04A9.3	182785_at
WBGene00002060	ife-2	R04A9.4	173946_s_at
WBGene00019864	ceh-93	R04A9.5	193949_s_at
WBGene00019866	R04B3.1	R04B3.1	183091_at
WBGene00019867	R04B3.2	R04B3.2	190767_s_at
WBGene00019868	R04B3.3	R04B3.3	184183_s_at
WBGene00011001	R04B5.1	R04B5.1	178306_at
NA	NA	R04B5.10	180904_at
WBGene00011008	R04B5.11	R04B5.11	180938_at
WBGene00011002	nhr-205	R04B5.3	192497_at
WBGene00003611	nhr-12	R04B5.4a	193687_at
WBGene00011003	R04B5.5	R04B5.5	190358_at
WBGene00011004	R04B5.6	R04B5.6	190391_s_at
WBGene00011005	R04B5.7	R04B5.7	194125_at
WBGene00005127	srd-49	R04B5.8	179074_at
WBGene00011006	ugt-47	R04B5.9	191440_at
WBGene00011009	cyp-14A4	R04D3.1	189218_at
WBGene00011013	srxa-8	R04D3.10	180876_at
WBGene00005116	srd-38	R04D3.12	181434_at
WBGene00011010	R04D3.2	R04D3.2	173487_at
WBGene00011010	R04D3.2	R04D3.2	178140_s_at
WBGene00011011	R04D3.3	R04D3.3	178353_s_at
WBGene00011012	R04D3.4	R04D3.4	178410_s_at
WBGene00005114	srd-36	R04D3.6	178362_at
WBGene00005120	srd-42	R04D3.7	178207_at
WBGene00005117	srd-39	R04D3.8	178697_at
WBGene00005121	srd-43	R04D3.9	179433_at
WBGene00002057	ifd-1	R04E5.10a	193321_at
WBGene00019869	cnnm-2	R04E5.2	179762_at
WBGene00019869	cnnm-2	R04E5.2	179763_s_at
WBGene00019870	R04E5.7	R04E5.7	173048_at
WBGene00019870	R04E5.7	R04E5.7	172283_x_at
WBGene00019871	R04E5.8	R04E5.8a	180172_at
WBGene00019871	R04E5.8	R04E5.8a	175371_at
WBGene00019872	R04E5.9	R04E5.9	180100_at
WBGene00019872	R04E5.9	R04E5.9	174679_at
WBGene00011014	hpo-30	R04F11.1	180241_at
WBGene00011015	R04F11.2	R04F11.2	171836_x_at
WBGene00011015	R04F11.2	R04F11.2	179785_at
WBGene00011016	R04F11.3	R04F11.3	180247_s_at
WBGene00006668	twk-13	R04F11.4a	192915_at
WBGene00011017	R04F11.5	R04F11.5	175160_at
WBGene00011018	R05A10.1	R05A10.1a	179882_at
WBGene00011018	R05A10.1	R05A10.1a	193823_at
WBGene00011019	R05A10.2	R05A10.2	182944_at
WBGene00011020	R05A10.3	R05A10.3	183692_s_at
WBGene00011021	R05A10.4	R05A10.4	183248_at
NA	NA	R05A10.5	183503_at
WBGene00011023	R05A10.6	R05A10.6	183554_at
WBGene00011024	R05A10.7	R05A10.7	183613_at
WBGene00011025	R05A10.8	R05A10.8	183810_at
WBGene00019873	arrd-26	R05C11.1	184423_at
WBGene00019874	R05C11.2	R05C11.2	184309_at
WBGene00019875	mca-2	R05C11.3	171902_x_at
WBGene00019875	mca-2	R05C11.3	188249_at
WBGene00000904	daf-8	R05D11.1	188788_at
WBGene00004305	ran-4	R05D11.3	192589_at
WBGene00011032	R05D11.4	R05D11.4	191461_at
WBGene00011033	R05D11.5	R05D11.5	175139_s_at
WBGene00011034	paxt-1	R05D11.6	182008_at
WBGene00011035	snrp-27	R05D11.7	182400_at
WBGene00011036	edc-3	R05D11.8	180016_at
WBGene00011037	R05D11.9	R05D11.9	181868_at
WBGene00019883	met-2	R05D3.11	171803_x_at
WBGene00019883	met-2	R05D3.11	176820_at
WBGene00019884	R05D3.12	R05D3.12a	188636_at
WBGene00019877	R05D3.2	R05D3.2	174128_at
WBGene00019877	R05D3.2	R05D3.2	187574_at
WBGene00019878	R05D3.3	R05D3.3	189131_at
WBGene00007008	rfp-1	R05D3.4a	187366_s_at
WBGene00019879	R05D3.5	R05D3.5	172142_x_at
WBGene00019880	R05D3.6	R05D3.6	190806_s_at
WBGene00006840	unc-116	R05D3.7	173829_at
WBGene00006840	unc-116	R05D3.7	192637_s_at
WBGene00019881	R05D3.8	R05D3.8	187521_at
WBGene00019882	R05D3.9	R05D3.9	176746_s_at
WBGene00011026	R05D7.1	R05D7.1	178352_at
WBGene00011027	R05D7.2	R05D7.2	178325_at
WBGene00011028	R05D7.3	R05D7.3a	178858_at
WBGene00011029	abhd-11.2	R05D7.4	190986_at
WBGene00011030	R05D7.5	R05D7.5	178659_at
WBGene00000978	dhs-15	R05D8.10	190534_at
WBGene00019887	R05D8.11	R05D8.11	184415_at
NA	NA	R05D8.12	176814_at
WBGene00005606	srj-18	R05D8.2	191022_at
WBGene00005279	srh-56	R05D8.3	191100_at
WBGene00005917	srx-26	R05D8.4	182511_at
WBGene00005917	srx-26	R05D8.4	182512_s_at
WBGene00005919	srx-28	R05D8.5	182547_at
WBGene00005215	srg-58	R05D8.6	182149_at
WBGene00019885	R05D8.7	R05D8.7	184068_at
WBGene00000977	dhs-14	R05D8.8	190298_s_at
WBGene00019886	R05D8.9	R05D8.9	190318_at
WBGene00019893	sgt-1	R05F9.10	173742_at
WBGene00019893	sgt-1	R05F9.10	189923_s_at
WBGene00019894	R05F9.11	R05F9.11	191631_at
WBGene00019895	aagr-2	R05F9.12	193100_s_at
WBGene00003429	msp-31	R05F9.13	172714_x_at
WBGene00019888	btbd-10	R05F9.1a	192999_s_at
WBGene00019888	btbd-10	R05F9.1a	183023_at
WBGene00003430	msp-32	R05F9.3	172725_x_at
WBGene00003430	msp-32	R05F9.3	189621_at
NA	NA	R05F9.4	172727_x_at
WBGene00001757	gst-9	R05F9.5	193418_s_at
WBGene00019890	R05F9.6	R05F9.6	189767_at
WBGene00019891	R05F9.7	R05F9.7	184000_at
WBGene00003431	msp-33	R05F9.8	172724_x_at
WBGene00019892	R05F9.9	R05F9.9	175442_at
WBGene00019892	R05F9.9	R05F9.9	184015_at
WBGene00019896	R05G6.1	R05G6.1	182334_at
WBGene00019902	R05G6.10	R05G6.10	192058_at
WBGene00043466	R05G6.3	R05G6.3	172384_x_at
WBGene00019898	R05G6.4	R05G6.4	182117_at
WBGene00019899	R05G6.5	R05G6.5	183487_at
WBGene00001624	glt-6	R05G6.6	190991_at
WBGene00019900	vdac-1	R05G6.7	189696_s_at
WBGene00004039	plc-4	R05G6.8	189046_s_at
WBGene00019901	R05G6.9	R05G6.9	183136_at
WBGene00019903	R05G9.1	R05G9.1	175848_at
WBGene00019904	twk-49	R05G9.2a	175850_at
WBGene00019905	R05G9.3	R05G9.3	175852_at
NA	NA	R05G9.A	175846_at
WBGene00019906	R05G9R.1	R05G9R.1	176064_s_at
WBGene00011042	R05H10.1	R05H10.1	180412_at
WBGene00011043	rbm-28	R05H10.2	193996_at
WBGene00011044	R05H10.3	R05H10.3a	181299_s_at
WBGene00011045	gpx-2	R05H10.5a	191364_at
WBGene00000399	cdh-7	R05H10.6	190177_at
WBGene00019907	R05H11.1	R05H11.1	186254_at
WBGene00005080	srd-2	R05H5.1	188310_at
WBGene00000389	cdc-25.4	R05H5.2	193217_at
WBGene00011038	R05H5.3	R05H5.3	188696_at
WBGene00011039	R05H5.4	R05H5.4	193339_s_at
WBGene00011040	R05H5.5	R05H5.5	178673_at
WBGene00005071	srb-6	R05H5.6	188287_at
WBGene00011041	R05H5.7	R05H5.7	178548_at
NA	tts-2	R05H5.8	174075_at
WBGene00019909	R06A10.1	R06A10.1	184615_at
WBGene00001745	gsa-1	R06A10.2	175736_at
WBGene00001745	gsa-1	R06A10.2	193553_s_at
NA	NA	R06A10.3	184645_at
WBGene00019911	R06A10.4	R06A10.4	189312_at
WBGene00000059	acr-20	R06A4.10a	192309_at
WBGene00011047	R06A4.2	R06A4.2	179414_s_at
NA	NA	R06A4.3	188688_s_at
WBGene00002076	imb-2	R06A4.4a	193624_s_at
WBGene00002076	imb-2	R06A4.4a	174443_at
WBGene00011049	sdz-26	R06A4.6	189442_at
WBGene00003220	mes-2	R06A4.7	190261_s_at
WBGene00011050	agl-1	R06A4.8	173205_s_at
WBGene00011050	agl-1	R06A4.8	188989_s_at
WBGene00011051	pfs-2	R06A4.9a	189415_at
WBGene00019912	R06B10.1 	R06B10.1	191984_at
WBGene00019913	R06B10.2	R06B10.2	186122_at
WBGene00019914	clec-150	R06B10.3	186278_at
WBGene00019914	clec-150	R06B10.3	175872_at
WBGene00006615	trp-2	R06B10.4a	192408_at
WBGene00006615	trp-2	R06B10.4a	186381_at
WBGene00011052	arrd-11	R06B9.1	192575_at
WBGene00011053	arrd-12	R06B9.2	192649_at
WBGene00011054	arrd-13	R06B9.3	179659_at
WBGene00011055	arrd-14	R06B9.4	192627_at
WBGene00011056	R06B9.5	R06B9.5	178966_at
WBGene00003246	mig-14	R06B9.6	175365_at
WBGene00001836	hda-3	R06C1.1	173001_s_at
WBGene00001836	hda-3	R06C1.1	191191_s_at
WBGene00011058	fdps-1	R06C1.2	173889_s_at
WBGene00006958	wve-1	R06C1.3a	179371_at
WBGene00011059	R06C1.4	R06C1.4	175143_s_at
WBGene00011060	R06C1.6	R06C1.6	175546_at
WBGene00011060	R06C1.6	R06C1.6	179207_at
WBGene00011061	wago-1	R06C7.1	178895_at
WBGene00002348	myo-1	R06C7.10	173880_s_at
WBGene00002348	myo-1	R06C7.10	192341_s_at
WBGene00011062	R06C7.2	R06C7.2	178729_at
WBGene00000963	dhp-1	R06C7.3	192914_at
WBGene00011063	cpg-3	R06C7.4	178717_at
WBGene00011064	adsl-1	R06C7.5a	190418_s_at
WBGene00011065	R06C7.6	R06C7.6	178556_at
WBGene00003041	lin-61	R06C7.7a	187896_s_at
WBGene00000275	bub-1	R06C7.8	192167_at
WBGene00011066	ztf-15	R06C7.9a	175549_s_at
WBGene00011066	ztf-15	R06C7.9a	192381_at
WBGene00000411	cdl-1	R06F6.1	188316_s_at
WBGene00011072	tag-209	R06F6.11	187447_at
WBGene00023418	R06F6.12	R06F6.12	174526_s_at
WBGene00011067	vps-11	R06F6.2	192841_at
WBGene00011067	vps-11	R06F6.2	174861_at
WBGene00011068	set-14	R06F6.4	186617_s_at
WBGene00003805	npp-19	R06F6.5a	187392_s_at
WBGene00011069	ceh-62	R06F6.6	189665_at
WBGene00011070	R06F6.7	R06F6.7	186490_at
WBGene00011071	R06F6.8	R06F6.8a	187470_s_at
WBGene00001153	ech-4	R06F6.9	191719_at
WBGene00001202	egl-36	R07A4.1	192811_at
WBGene00011073	R07A4.2	R07A4.2	188032_at
WBGene00011074	R07A4.3	R07A4.3	178906_at
WBGene00011075	R07A4.4	R07A4.4	178781_at
WBGene00006881	vab-15	R07B1.1	192609_at
WBGene00006881	vab-15	R07B1.1	174248_at
WBGene00002271	lec-8	R07B1.10	175710_s_at
WBGene00002270	lec-7	R07B1.2	172003_x_at
WBGene00002270	lec-7	R07B1.2	191786_at
WBGene00002270	lec-7	R07B1.2	191787_s_at
WBGene00002270	lec-7	R07B1.2	172002_x_at
WBGene00011076	scav-5	R07B1.3	190821_at
WBGene00011076	scav-5	R07B1.3	190822_s_at
WBGene00001784	gst-36	R07B1.4	191221_at
WBGene00011077	R07B1.5	R07B1.5	186865_at
WBGene00011078	R07B1.6	R07B1.6	186814_at
WBGene00011079	R07B1.7	R07B1.7	186791_at
WBGene00001608	R07B1.8	R07B1.8	190432_at
WBGene00011081	R07B1.9	R07B1.9	186788_s_at
